return_id,order_id,customer_id,product_id,return_date,days_to_return,quantity_returned,return_reason,return_channel,refund_amount,return_disposition
RET000238,ORD0002496,C01028,P0085,2023-10-26,7,58,Changed mind,Online Portal,12464.78,Resaleable — return to stock
RET000239,ORD0002501,C00806,P0090,2023-11-09,21,25,Not as described,Online Portal,2678.75,Refurbish / re-grade
RET000240,ORD0002518,C00289,P0107,2023-10-26,7,63,Better price found,Online Portal,3468.15,Dispose / write-off
RET000241,ORD0002540,C00720,P0130,2023-10-26,7,8,Not as described,In-Store,5521.36,Resaleable — return to stock
RET000242,ORD0002544,C00135,P0134,2023-10-26,7,16,Product defective,Online Portal,7998.42,Resaleable — return to stock
RET000243,ORD0002551,C00373,P0006,2023-11-10,21,21,Damaged in transit,In-Store,23836.89,Resaleable — return to stock
RET000244,ORD0002556,C00461,P0012,2023-10-27,7,1,Duplicate order,Online Portal,1275.93,Resaleable — return to stock
RET000245,ORD0002568,C00404,P0024,2023-11-03,14,1,Wrong size / fit,Online Portal,397.29,Resaleable — return to stock
RET000246,ORD0002574,C00448,P0030,2023-11-03,14,17,Changed mind,In-Store,2418.59,Resaleable — return to stock
RET000247,ORD0002581,C00933,P0037,2023-11-10,21,11,Product defective,In-Store,3953.62,Resaleable — return to stock
RET000248,ORD0002588,C00837,P0044,2023-12-19,60,10,Gift return,Online Portal,1095.0,Resaleable — return to stock
RET000249,ORD0002594,C00977,P0050,2023-12-19,60,59,Not as described,Carrier Pickup,2717.76,Dispose / write-off
RET000250,ORD0002606,C00329,P0062,2023-11-19,30,39,Better price found,In-Store,2419.17,Refurbish / re-grade
RET000251,ORD0002607,C00038,P0063,2023-11-03,14,48,Duplicate order,Online Portal,1933.44,Resaleable — return to stock
RET000252,ORD0002610,C01749,P0066,2023-11-10,21,39,Duplicate order,Online Portal,9846.72,Dispose / write-off
RET000253,ORD0002612,C00474,P0068,2023-12-19,60,59,Damaged in transit,In-Store,11911.51,Return to vendor
RET000254,ORD0002624,C00188,P0080,2023-10-27,7,3,Duplicate order,Carrier Pickup,464.15,Resaleable — return to stock
RET000255,ORD0002632,C00236,P0088,2023-12-04,45,5,Changed mind,Online Portal,905.3,Dispose / write-off
RET000256,ORD0002633,C00137,P0089,2023-11-19,30,63,Duplicate order,Online Portal,9079.56,Resaleable — return to stock
RET000257,ORD0002638,C01161,P0094,2023-10-27,7,3,Duplicate order,Carrier Pickup,233.91,Refurbish / re-grade
RET000258,ORD0002652,C01011,P0108,2023-11-03,14,91,Damaged in transit,Online Portal,6282.64,Resaleable — return to stock
RET000259,ORD0002660,C00500,P0116,2023-10-27,7,25,Not as described,In-Store,14873.75,Resaleable — return to stock
RET000260,ORD0002674,C00195,P0131,2023-11-10,21,18,Damaged in transit,Online Portal,9921.78,Refurbish / re-grade
RET000261,ORD0002679,C00073,P0001,2023-11-04,14,9,Better price found,In-Store,6435.27,Refurbish / re-grade
RET000262,ORD0002712,C00649,P0034,2023-11-04,14,33,Wrong size / fit,In-Store,11099.22,Refurbish / re-grade
RET000263,ORD0002722,C00115,P0044,2023-11-20,30,26,Changed mind,In-Store,2847.0,Resaleable — return to stock
RET000264,ORD0002737,C00906,P0059,2023-11-04,14,19,Gift return,Online Portal,4553.73,Resaleable — return to stock
RET000265,ORD0002739,C01691,P0061,2023-11-04,14,74,Changed mind,Online Portal,9570.42,Refurbish / re-grade
RET000266,ORD0002743,C00561,P0065,2023-11-04,14,53,Changed mind,Online Portal,11234.94,Return to vendor
RET000267,ORD0002748,C01640,P0070,2023-11-04,14,21,Wrong size / fit,Online Portal,2561.16,Resaleable — return to stock
RET000268,ORD0002762,C00211,P0084,2023-11-20,30,20,Changed mind,Online Portal,3362.67,Resaleable — return to stock
RET000269,ORD0002766,C00821,P0088,2023-11-04,14,78,Duplicate order,Online Portal,14122.68,Resaleable — return to stock
RET000270,ORD0002774,C00241,P0096,2023-11-20,30,22,Product defective,In-Store,1303.06,Dispose / write-off
RET000271,ORD0002777,C01833,P0099,2023-11-20,30,26,Not as described,Online Portal,1474.98,Refurbish / re-grade
RET000272,ORD0002787,C00109,P0109,2023-11-11,21,67,Changed mind,Online Portal,4614.29,Refurbish / re-grade
RET000273,ORD0002811,C00172,P0133,2023-12-20,60,10,Gift return,Online Portal,1561.5,Resaleable — return to stock
RET000274,ORD0002850,C01046,P0037,2023-11-05,14,21,Better price found,In-Store,7547.82,Resaleable — return to stock
RET000275,ORD0002853,C00323,P0040,2023-10-29,7,11,Product defective,Online Portal,959.97,Refurbish / re-grade
RET000276,ORD0002856,C00278,P0043,2023-10-29,7,25,Damaged in transit,Carrier Pickup,7053.25,Refurbish / re-grade
RET000277,ORD0002858,C00538,P0045,2023-11-12,21,21,Damaged in transit,Online Portal,7257.6,Dispose / write-off
RET000278,ORD0002865,C01029,P0052,2023-10-29,7,17,Wrong size / fit,Online Portal,2249.09,Resaleable — return to stock
RET000279,ORD0002874,C00558,P0061,2023-11-12,21,53,Changed mind,Carrier Pickup,6854.49,Resaleable — return to stock
RET000280,ORD0002877,C01840,P0064,2023-12-21,60,52,Damaged in transit,Online Portal,12406.68,Resaleable — return to stock
RET000281,ORD0002885,C01734,P0072,2023-11-21,30,15,Wrong size / fit,Online Portal,3684.3,Return to vendor
RET000282,ORD0002889,C00965,P0076,2023-11-05,14,4,Wrong size / fit,Online Portal,280.56,Resaleable — return to stock
RET000283,ORD0002894,C01095,P0081,2023-11-21,30,34,Duplicate order,Online Portal,3155.54,Refurbish / re-grade
RET000284,ORD0002895,C00716,P0082,2023-11-05,14,28,Wrong size / fit,Online Portal,2837.52,Resaleable — return to stock
RET000285,ORD0002897,C01443,P0084,2023-10-29,7,12,Not as described,In-Store,2017.6,Refurbish / re-grade
RET000286,ORD0002918,C00021,P0105,2023-12-06,45,48,Gift return,In-Store,1349.09,Resaleable — return to stock
RET000287,ORD0002920,C01552,P0107,2023-11-12,21,16,Changed mind,In-Store,880.8,Return to vendor
RET000288,ORD0002923,C00512,P0110,2023-11-12,21,80,Not as described,Online Portal,2808.8,Resaleable — return to stock
RET000289,ORD0002927,C00048,P0114,2023-11-12,21,25,Not as described,In-Store,1420.5,Resaleable — return to stock
RET000290,ORD0002931,C00715,P0118,2023-11-12,21,10,Changed mind,Carrier Pickup,2792.8,Resaleable — return to stock
RET000291,ORD0002933,C00227,P0120,2023-11-21,30,21,Not as described,Online Portal,2733.99,Dispose / write-off
RET000292,ORD0002939,C00176,P0126,2023-11-21,30,3,Not as described,Online Portal,861.9,Dispose / write-off
RET000293,ORD0002946,C01909,P0133,2023-11-05,14,16,Wrong size / fit,In-Store,2498.4,Refurbish / re-grade
RET000294,ORD0002957,C00647,P0009,2023-11-13,21,1,Wrong size / fit,Carrier Pickup,1139.77,Resaleable — return to stock
RET000295,ORD0002972,C01061,P0024,2023-12-07,45,5,Damaged in transit,Online Portal,1986.45,Refurbish / re-grade
RET000296,ORD0002973,C00624,P0025,2023-11-22,30,8,Not as described,Online Portal,9297.04,Resaleable — return to stock
RET000297,ORD0002978,C00754,P0030,2023-11-13,21,24,Not as described,In-Store,3414.48,Return to vendor
RET000298,ORD0002984,C01898,P0036,2023-10-30,7,7,Better price found,Online Portal,2502.5,Resaleable — return to stock
RET000299,ORD0002991,C01624,P0043,2023-11-06,14,2,Not as described,In-Store,564.26,Resaleable — return to stock
RET000300,ORD0003006,C00415,P0058,2023-11-22,30,13,Duplicate order,Online Portal,400.4,Dispose / write-off
RET000301,ORD0003018,C01696,P0070,2023-11-06,14,25,Changed mind,Carrier Pickup,3049.0,Return to vendor
RET000302,ORD0003035,C00247,P0087,2023-11-06,14,7,Wrong size / fit,Online Portal,1308.79,Resaleable — return to stock
RET000303,ORD0003045,C01183,P0097,2023-10-30,7,32,Damaged in transit,In-Store,1520.0,Refurbish / re-grade
RET000304,ORD0003049,C00063,P0101,2023-10-30,7,35,Not as described,Online Portal,1572.9,Resaleable — return to stock
RET000305,ORD0003070,C00983,P0122,2023-11-22,30,10,Product defective,In-Store,5266.4,Resaleable — return to stock
RET000306,ORD0003095,C00122,P0013,2023-11-07,14,7,Duplicate order,Online Portal,8605.38,Refurbish / re-grade
RET000307,ORD0003103,C01368,P0021,2023-10-31,7,1,Changed mind,Online Portal,1262.41,Dispose / write-off
RET000308,ORD0003104,C00113,P0022,2023-11-07,14,16,Product defective,Online Portal,20705.6,Refurbish / re-grade
RET000309,ORD0003116,C01507,P0034,2023-10-31,7,17,Product defective,Online Portal,5717.78,Resaleable — return to stock
RET000310,ORD0003138,C00225,P0057,2023-10-31,7,48,Wrong size / fit,Online Portal,4759.2,Resaleable — return to stock
RET000311,ORD0003140,C00515,P0059,2023-11-23,30,59,Wrong size / fit,Carrier Pickup,12471.95,Resaleable — return to stock
RET000312,ORD0003145,C00248,P0064,2023-11-23,30,35,Changed mind,Online Portal,8350.65,Resaleable — return to stock
RET000313,ORD0003152,C00975,P0071,2023-10-31,7,31,Duplicate order,Online Portal,6531.08,Resaleable — return to stock
RET000314,ORD0003156,C01074,P0075,2023-11-14,21,8,Wrong size / fit,Online Portal,1202.72,Resaleable — return to stock
RET000315,ORD0003164,C00994,P0083,2023-11-07,14,58,Wrong size / fit,Online Portal,5715.32,Resaleable — return to stock
RET000316,ORD0003168,C00205,P0088,2023-11-07,14,19,Duplicate order,In-Store,3440.14,Dispose / write-off
RET000317,ORD0003193,C00587,P0113,2023-11-07,14,24,Gift return,Online Portal,836.64,Refurbish / re-grade
RET000318,ORD0003209,C01798,P0130,2023-12-23,60,1,Wrong size / fit,Online Portal,690.17,Resaleable — return to stock
RET000319,ORD0003227,C00046,P0014,2023-11-08,14,3,Damaged in transit,Online Portal,1141.32,Refurbish / re-grade
RET000320,ORD0003230,C01177,P0017,2023-12-24,60,4,Duplicate order,Online Portal,1463.84,Resaleable — return to stock
RET000321,ORD0003260,C00107,P0048,2023-12-09,45,6,Duplicate order,In-Store,1043.4,Resaleable — return to stock
RET000322,ORD0003264,C00620,P0052,2023-11-15,21,42,Better price found,Online Portal,8244.18,Resaleable — return to stock
RET000323,ORD0003274,C00137,P0062,2023-11-15,21,25,Damaged in transit,Online Portal,1550.75,Resaleable — return to stock
RET000324,ORD0003288,C00663,P0076,2023-11-01,7,28,Wrong size / fit,Carrier Pickup,1963.92,Resaleable — return to stock
RET000325,ORD0003296,C00254,P0084,2023-11-24,30,7,Damaged in transit,Online Portal,1176.94,Resaleable — return to stock
RET000326,ORD0003313,C00586,P0101,2023-11-24,30,48,Product defective,Online Portal,2157.12,Resaleable — return to stock
RET000327,ORD0003351,C01982,P0004,2023-11-02,7,7,Damaged in transit,Carrier Pickup,4896.01,Return to vendor
RET000328,ORD0003359,C01059,P0012,2023-11-09,14,2,Damaged in transit,Online Portal,2551.86,Dispose / write-off
RET000329,ORD0003360,C00393,P0013,2023-11-09,14,2,Wrong size / fit,Online Portal,2458.68,Resaleable — return to stock
RET000330,ORD0003372,C00372,P0025,2023-11-02,7,17,Not as described,Online Portal,19756.21,Refurbish / re-grade
RET000331,ORD0003383,C00034,P0036,2023-11-16,21,6,Wrong size / fit,Online Portal,2145.0,Resaleable — return to stock
RET000332,ORD0003384,C01473,P0037,2023-11-16,21,7,Not as described,Online Portal,2515.94,Refurbish / re-grade
RET000333,ORD0003390,C01013,P0043,2023-11-09,14,25,Wrong size / fit,In-Store,5438.06,Refurbish / re-grade
RET000334,ORD0003399,C01716,P0052,2023-11-09,14,34,Not as described,In-Store,6673.86,Refurbish / re-grade
RET000335,ORD0003411,C01065,P0064,2023-12-10,45,29,Wrong size / fit,Carrier Pickup,6919.11,Dispose / write-off
RET000336,ORD0003415,C00227,P0068,2023-11-02,7,25,Changed mind,In-Store,5047.25,Resaleable — return to stock
RET000337,ORD0003417,C01056,P0070,2023-11-02,7,11,Product defective,Online Portal,1341.56,Refurbish / re-grade
RET000338,ORD0003420,C01190,P0073,2023-12-10,45,25,Damaged in transit,In-Store,3565.25,Refurbish / re-grade
RET000339,ORD0003432,C01282,P0085,2023-11-16,21,23,Wrong size / fit,Carrier Pickup,4942.93,Return to vendor
RET000340,ORD0003433,C01651,P0086,2023-11-16,21,2,Product defective,In-Store,365.94,Refurbish / re-grade
RET000341,ORD0003452,C00347,P0105,2023-11-16,21,19,Product defective,In-Store,871.15,Resaleable — return to stock
RET000342,ORD0003469,C00844,P0122,2023-12-25,60,10,Not as described,Online Portal,5266.4,Refurbish / re-grade
RET000343,ORD0003476,C00439,P0129,2023-11-09,14,16,Duplicate order,In-Store,5892.48,Resaleable — return to stock
RET000344,ORD0003491,C01069,P0009,2023-11-26,30,3,Not as described,In-Store,2075.52,Dispose / write-off
RET000345,ORD0003492,C00872,P0010,2023-11-03,7,10,Gift return,In-Store,9536.8,Dispose / write-off
RET000346,ORD0003493,C00414,P0011,2023-11-17,21,14,Better price found,Online Portal,10629.92,Resaleable — return to stock
RET000347,ORD0003506,C00453,P0025,2023-11-10,14,22,Not as described,Online Portal,25566.86,Dispose / write-off
RET000348,ORD0003513,C00653,P0032,2023-11-03,7,64,Duplicate order,Online Portal,2937.5,Resaleable — return to stock
RET000349,ORD0003522,C00538,P0041,2023-11-10,14,38,Changed mind,In-Store,1193.66,Refurbish / re-grade
RET000350,ORD0003528,C00528,P0047,2023-11-17,21,70,Changed mind,In-Store,25466.0,Resaleable — return to stock
RET000351,ORD0003532,C00391,P0051,2023-11-10,14,12,Wrong size / fit,Online Portal,3529.56,Resaleable — return to stock
RET000352,ORD0003563,C00514,P0082,2023-11-17,21,56,Changed mind,In-Store,5675.04,Dispose / write-off
RET000353,ORD0003571,C00496,P0090,2023-11-17,21,16,Not as described,Online Portal,1193.22,Return to vendor
RET000354,ORD0003587,C00569,P0106,2023-11-17,21,30,Wrong size / fit,In-Store,2445.9,Refurbish / re-grade
RET000355,ORD0003604,C00098,P0123,2023-11-10,14,19,Product defective,Carrier Pickup,638.21,Dispose / write-off
RET000356,ORD0003625,C00671,P0009,2023-11-04,7,13,Gift return,In-Store,8993.93,Return to vendor
RET000357,ORD0003675,C01330,P0060,2023-11-11,14,11,Changed mind,In-Store,2736.03,Resaleable — return to stock
RET000358,ORD0003676,C01059,P0061,2023-11-04,7,51,Changed mind,Online Portal,6595.83,Dispose / write-off
RET000359,ORD0003679,C00661,P0064,2023-11-11,14,30,Wrong size / fit,Online Portal,7157.7,Resaleable — return to stock
RET000360,ORD0003684,C01028,P0069,2023-11-11,14,25,Damaged in transit,In-Store,3252.75,Dispose / write-off
RET000361,ORD0003697,C00034,P0082,2023-11-18,21,45,Product defective,Online Portal,4560.3,Dispose / write-off
RET000362,ORD0003703,C00601,P0088,2023-11-27,30,19,Damaged in transit,Online Portal,3440.14,Resaleable — return to stock
RET000363,ORD0003704,C00157,P0089,2023-11-18,21,8,Wrong size / fit,Carrier Pickup,1152.96,Refurbish / re-grade
RET000364,ORD0003706,C00668,P0091,2023-11-27,30,85,Product defective,Online Portal,4411.5,Resaleable — return to stock
RET000365,ORD0003713,C01011,P0098,2023-11-04,7,13,Changed mind,Online Portal,1281.15,Return to vendor
RET000366,ORD0003715,C01719,P0100,2023-11-11,14,8,Not as described,Online Portal,135.04,Resaleable — return to stock
RET000367,ORD0003725,C00179,P0110,2023-11-11,14,104,Wrong size / fit,Online Portal,3651.44,Resaleable — return to stock
RET000368,ORD0003741,C01702,P0126,2023-11-11,14,4,Product defective,Carrier Pickup,1007.85,Resaleable — return to stock
RET000369,ORD0003755,C00138,P0006,2023-11-19,21,17,Gift return,In-Store,15360.04,Resaleable — return to stock
RET000370,ORD0003762,C00941,P0013,2023-11-05,7,9,Product defective,In-Store,11064.06,Dispose / write-off
RET000371,ORD0003778,C01673,P0029,2023-11-05,7,55,Wrong size / fit,Online Portal,8017.35,Resaleable — return to stock
RET000372,ORD0003790,C00341,P0041,2023-11-28,30,10,Not as described,Online Portal,314.12,Return to vendor
RET000373,ORD0003796,C00998,P0047,2023-11-19,21,38,Not as described,Online Portal,13824.4,Resaleable — return to stock
RET000374,ORD0003802,C01576,P0053,2023-11-05,7,42,Duplicate order,Online Portal,14196.84,Return to vendor
RET000375,ORD0003809,C00510,P0060,2023-11-12,14,7,Not as described,In-Store,1741.11,Refurbish / re-grade
RET000376,ORD0003811,C00282,P0062,2023-11-05,7,8,Product defective,Online Portal,496.24,Dispose / write-off
RET000377,ORD0003814,C00714,P0065,2023-11-28,30,44,Wrong size / fit,Online Portal,9327.12,Refurbish / re-grade
RET000378,ORD0003823,C01677,P0074,2023-11-28,30,28,Product defective,Carrier Pickup,4996.88,Resaleable — return to stock
RET000379,ORD0003826,C00291,P0077,2023-12-28,60,7,Product defective,Online Portal,937.98,Resaleable — return to stock
RET000380,ORD0003842,C01540,P0093,2023-11-12,14,19,Not as described,Carrier Pickup,456.0,Dispose / write-off
RET000381,ORD0003866,C00605,P0117,2023-11-12,14,18,Product defective,Online Portal,8004.78,Refurbish / re-grade
RET000382,ORD0003868,C01181,P0119,2023-11-12,14,6,Better price found,Online Portal,1889.52,Dispose / write-off
RET000383,ORD0003882,C00016,P0134,2023-11-05,7,4,Damaged in transit,Online Portal,1999.6,Dispose / write-off
RET000384,ORD0003903,C01725,P0021,2023-11-06,7,2,Wrong size / fit,In-Store,2524.82,Resaleable — return to stock
RET000385,ORD0003907,C00625,P0025,2023-12-14,45,7,Product defective,Online Portal,8134.91,Refurbish / re-grade
RET000386,ORD0003916,C01762,P0034,2023-11-06,7,40,Wrong size / fit,Online Portal,13453.6,Refurbish / re-grade
RET000387,ORD0003921,C01141,P0039,2023-11-06,7,1,Gift return,In-Store,14.84,Resaleable — return to stock
RET000388,ORD0003923,C00241,P0041,2023-11-29,30,44,Better price found,Online Portal,1647.36,Dispose / write-off
RET000389,ORD0003930,C00609,P0048,2023-11-13,14,5,Product defective,Carrier Pickup,869.5,Dispose / write-off
RET000390,ORD0003931,C00135,P0049,2023-11-06,7,5,Changed mind,Online Portal,856.05,Resaleable — return to stock
RET000391,ORD0003943,C00632,P0061,2023-12-14,45,36,Damaged in transit,Online Portal,4655.88,Resaleable — return to stock
RET000392,ORD0003945,C00177,P0063,2023-12-14,45,9,Damaged in transit,In-Store,205.19,Return to vendor
RET000393,ORD0003951,C00269,P0069,2023-11-13,14,32,Changed mind,Online Portal,4163.52,Resaleable — return to stock
RET000394,ORD0003953,C01184,P0071,2023-11-20,21,57,Duplicate order,Online Portal,12008.76,Dispose / write-off
RET000395,ORD0003955,C01116,P0073,2023-11-29,30,8,Gift return,Online Portal,1140.88,Resaleable — return to stock
RET000396,ORD0003963,C00683,P0081,2023-11-20,21,21,Wrong size / fit,In-Store,1949.01,Return to vendor
RET000397,ORD0003964,C00988,P0082,2023-12-14,45,72,Not as described,Online Portal,7296.48,Resaleable — return to stock
